name,market,funding_total_usd,status,country_code,region,funding_rounds,founded_at,founded_year,first_funding_at,last_funding_at,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,first_fund_year,years_between
Tencent, Internet Marketing ,220000.0,success,CHN,Shenzhen,0,1998-11-01,1998,2000-04-01,2001-05-01,0.0,220000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,2
Tencho Technology, Enterprise Software ,14650000.0,fail,CHN,Guangdong,0,2009-10-20,2009,2009-10-20,2009-10-20,0.0,14650000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,0
Teradici, Enterprise Software ,72821087.0,success,CAN,Burnaby,3,2004-01-01,2004,2006-01-01,2011-10-12,0.0,72821087.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8751087.0,18000000.0,17000000.0,0.0,2006,2
Terahertz Photonics, Manufacturing ,60000000.0,success,GBR,Livingston,1,1998-01-01,1998,2002-01-08,2002-01-08,0.0,60000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60000000.0,0.0,0.0,2002,4
Terapeak, SaaS ,4922427.0,success,CAN,Vancouver,1,2002-09-01,2002,2008-04-17,2010-12-21,0.0,3923937.0,0.0,0.0,0.0,0.0,998490.0,0.0,0.0,0.0,0.0,3923937.0,0.0,0.0,0.0,2008,6
TeraView, Manufacturing ,5500000.0,success,GBR,London,0,2012-01-26,2012,2012-01-26,2012-01-26,0.0,5500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,0
TerraX Minerals, Clean Technology ,675000.0,success,CAN,Vancouver,0,2007-01-01,2007,2014-02-12,2014-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,7
Tesco, Enterprise Software ,34610561.0,success,GBR,GBR - Other,0,1919-01-01,1919,2009-07-30,2010-07-15,0.0,34610561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,90
Tessella, Consulting ,27941779.0,success,GBR,London,0,2012-07-23,2012,2012-07-23,2012-07-23,0.0,0.0,0.0,27941779.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,0
TestPlant, Software ,2564000.0,success,GBR,London,0,2008-04-01,2008,2008-09-08,2009-01-09,0.0,2564000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,0
Testt, Charity ,3000000.0,success,GBR,London,0,2014-10-01,2014,2014-03-01,2014-04-01,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0
Texere,,1435149.0,success,GBR,Knutsford,0,2012-06-27,2012,2012-06-27,2012-06-27,0.0,1435149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,0
Textbook Rental Canada, Universities ,415000.0,success,CAN,Toronto,0,2010-07-01,2010,2013-07-26,2013-07-26,415000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,3
Textic, Mobile ,389652.0,success,GBR,London,0,2005-01-01,2005,2008-06-17,2008-06-17,0.0,0.0,0.0,0.0,0.0,389652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,3
Thalmic Labs, Health and Wellness ,15606990.0,success,CAN,Toronto,1,2012-05-01,2012,2012-12-01,2013-06-05,1106990.0,14500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14500000.0,0.0,0.0,0.0,2012,0
Thames Card Technology,,4848804.0,success,GBR,London,0,1995-01-01,1995,2013-12-23,2013-12-23,0.0,0.0,0.0,4848804.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,18
The 19th Floor, Social Media ,12989120.0,success,CHN,CHN - Other,1,2008-09-01,2008,2008-09-01,2013-05-01,0.0,9741840.0,0.0,0.0,0.0,0.0,3247280.0,0.0,0.0,0.0,0.0,9741840.0,0.0,0.0,0.0,2008,0
The Author Hub, Public Relations ,20000.0,success,CAN,Toronto,0,2013-01-01,2013,2014-07-01,2014-07-01,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1
The Backscratchers, Reputation ,23911.0,success,GBR,London,0,2012-01-01,2012,2012-04-15,2012-04-15,23911.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,0
The Bauhub, World Domination ,390901.0,success,CAN,Toronto,0,2008-06-01,2008,2010-10-01,2012-07-01,97451.0,0.0,0.0,0.0,0.0,0.0,293450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,2
THE BEARDED LADY, Consulting ,0.0,success,GBR,GBR - Other,0,2011-05-31,2011,2012-09-27,2012-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,1
The Broadband Computer Company, Hardware + Software ,2980000.0,success,GBR,Newcastle,0,2007-08-17,2007,2007-08-17,2007-08-17,0.0,2980000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,0
The Bunker Secure Hosting, Security ,1870000.0,success,GBR,Kent,1,2006-05-24,2006,2006-05-24,2006-05-24,0.0,1870000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1870000.0,0.0,2006,0
The Business of Fashion, Fashion ,2100000.0,success,GBR,London,0,2007-01-01,2007,2013-02-18,2013-02-18,2100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,6
The Cambridge Center For Medical & Veterinary Sciences, Medical ,0.0,success,CAN,Toronto,0,1989-11-26,1989,2014-02-04,2014-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,25
The Cambridge Satchel Company, Fashion ,21000000.0,success,GBR,London,0,2008-01-01,2008,2014-01-23,2014-01-23,0.0,21000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6
The Chapar, Retail ,500000.0,success,GBR,London,0,2012-01-01,2012,2014-06-24,2014-06-24,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,2
The city of Shenzhen-the DATONG, Enterprise Software ,0.0,success,CHN,Shenzhen,0,2001-01-01,2001,2010-11-01,2010-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,9
The Codemasters Software Company, Games ,98470000.0,success,GBR,GBR - Other,0,1986-01-01,1986,2007-06-14,2007-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98470000.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,21
The Combine, Consulting ,0.0,success,CAN,Calgary,0,2014-05-20,2014,2014-05-20,2014-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0
The Consulting Consortium, Clean Technology ,15152514.0,success,GBR,London,0,2000-01-01,2000,2014-03-25,2014-03-25,0.0,15152514.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,14
The Easou Technology, Advertising ,23630000.0,success,CHN,Beijing,3,2005-04-01,2005,2006-01-01,2011-04-01,0.0,23630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400000.0,2750000.0,20480000.0,0.0,2006,1
The Electrospinning Company, Nanotechnology ,410737.0,success,GBR,Oxton,0,2011-03-19,2011,2011-03-19,2011-03-19,0.0,0.0,0.0,0.0,0.0,0.0,410737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,0
The Exchange Lab, Advertising ,8000000.0,success,GBR,London,0,2007-01-01,2007,2013-12-05,2013-12-05,0.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,6
The Filter, Personalization ,9700000.0,success,GBR,Bath,2,2004-01-01,2004,2006-05-01,2009-02-18,3500000.0,6200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,1200000.0,0.0,0.0,2006,2
The Fizzback Group, Customer Service ,5000000.0,success,GBR,London,0,2005-01-01,2005,2007-03-01,2007-03-01,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,2
The Float Yard, Software ,166677.0,success,GBR,Edinburgh,0,2010-10-07,2010,2013-09-11,2013-09-11,166677.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,3
The fresh Group, Event Management ,9542943.0,success,GBR,GBR - Other,0,2004-01-01,2004,2014-06-05,2014-06-05,0.0,9542943.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,10
The Game Creators, Games ,25000.0,success,GBR,Macclesfield,0,1999-11-01,1999,2008-10-15,2008-10-15,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,9
The Good Mortgage Company, Curated Web ,2267343.0,success,GBR,London,1,2010-03-01,2010,2010-03-01,2010-03-01,0.0,2267343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2267343.0,0.0,0.0,0.0,2010,0
The Great British Banjo Company,,0.0,success,GBR,London,0,2014-04-02,2014,2014-04-02,2014-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0
The History Press,,0.0,success,GBR,Gloucestershire,0,2010-03-02,2010,2010-03-02,2010-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0
The Hut Group, Fashion ,21612355.0,success,GBR,Cheshire,0,2004-01-01,2004,2010-04-15,2010-04-15,0.0,21612355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21612355.0,2010,6
The Kendal Group,,2652724.0,success,GBR,Surrey,0,2005-11-01,2005,2005-11-01,2005-11-01,0.0,0.0,0.0,2652724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005,0
The Kernel, News ,30000.0,success,GBR,London,0,2011-12-19,2011,2012-03-05,2012-03-05,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,1
The Key Revolution, Security ,2460000.0,success,GBR,Newbury,0,2008-06-26,2008,2008-06-26,2008-06-26,0.0,2460000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,0
The Learning Lab, Education ,454575.0,success,GBR,Ayr,0,2013-07-29,2013,2013-07-29,2013-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454575.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,0
The Logic Group, Mobile Payments ,0.0,success,GBR,Hampshire,0,1986-01-01,1986,2011-07-01,2011-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,25
The London Distillery Company, Hospitality ,397389.0,success,GBR,London,0,2012-03-26,2012,2012-03-26,2012-03-26,0.0,0.0,0.0,397389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,0
The Mark News, News ,0.0,success,CAN,Toronto,0,2010-02-08,2010,2010-02-08,2010-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0
The Meishijie website, Manufacturing ,0.0,success,CHN,Beijing,0,2010-06-01,2010,2010-06-01,2010-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0
The Networking Effect, Online Dating ,1000000.0,success,CAN,Toronto,0,2014-09-22,2014,2014-09-22,2014-09-22,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0
The New Craftsmen, E-Commerce ,300000.0,success,GBR,London,0,2012-04-13,2012,2012-04-13,2012-04-13,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,0
The New Forests Company, Clean Technology ,8500000.0,fail,GBR,London,0,2008-09-29,2008,2008-09-29,2008-09-29,0.0,8500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,0
The Parkmead Group,,66000000.0,success,GBR,Aberdeen,0,2014-01-28,2014,2014-01-28,2014-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0
The Pocket Agency, CRM ,0.0,success,GBR,London,0,2009-05-14,2009,2010-01-01,2010-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,1
The Poker Barrel, Software ,0.0,success,CAN,ON - Other,0,2012-02-19,2012,2012-12-16,2012-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,0
The Pratley Company, Photography ,150000.0,success,GBR,London,0,2013-04-02,2013,2014-05-07,2014-05-07,0.0,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1
The Rounds, Health Care ,1474090.0,success,CAN,Halifax,0,2012-01-01,2012,2014-04-22,2014-11-27,1474090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,2
The Royal Cellars, Consumers ,0.0,success,CAN,Toronto,0,2014-03-30,2014,2014-02-26,2014-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0
The Sandpit, Finance ,82967.0,success,GBR,London,0,2010-08-01,2010,2012-07-01,2012-07-01,0.0,0.0,0.0,0.0,0.0,0.0,82967.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,2
The Shock 3D Group, Photography ,3000000.0,success,CHN,Shanghai,1,2006-02-01,2006,2007-06-01,2007-06-01,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,2007,1
The Thoughtful Bread Company, Hospitality ,88032.0,success,GBR,Bristol,0,2012-11-26,2012,2012-11-26,2012-11-26,0.0,0.0,0.0,88032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,0
The Training Room (TTR), Health and Wellness ,30305028.0,success,GBR,Poole,0,2013-10-09,2013,2013-10-09,2013-10-09,0.0,0.0,0.0,30305028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,0
The Yidong Media, Games ,1631321.0,success,CHN,Guangzhou,0,2013-09-01,2013,2013-09-01,2013-09-01,0.0,1631321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,0
Theater for the Arts, Entertainment ,0.0,success,CHN,Shanghai,0,2013-12-27,2013,2013-11-23,2013-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,0
TheCreator.ME, Home & Garden ,400000.0,success,CHN,Beijing,0,2010-11-01,2010,2010-12-01,2010-12-01,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0
theeventwall, Marketplaces ,50000.0,success,GBR,London,0,2010-05-01,2010,2009-11-01,2009-11-01,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,-1
TheFashion, Fashion ,1700000.0,success,GBR,London,0,2014-11-12,2014,2014-11-12,2014-11-12,1700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0
TheJobPost, Recruiting ,993432.0,success,GBR,London,0,2010-01-01,2010,2014-09-02,2014-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,993432.0,0.0,0.0,0.0,0.0,2014,4
ThePresent.Co, E-Commerce ,2640000.0,success,GBR,London,0,2012-04-01,2012,2012-04-01,2012-07-01,2640000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,0
Therapeutic Monitoring Systems Inc.,,0.0,success,CAN,Ottawa,0,2011-12-12,2011,2011-12-12,2011-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,0
theScore, Mobile ,33250000.0,success,CAN,Toronto,0,2012-10-19,2012,2013-04-23,2014-05-06,0.0,16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,1
TheSedge.org, Finance ,40000.0,success,CAN,Calgary,0,2013-01-01,2013,2013-08-23,2013-08-23,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,0
thesocialCV.com, Natural Language Processing ,950000.0,success,GBR,London,1,2011-02-01,2011,2008-01-01,2008-01-01,0.0,950000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950000.0,0.0,0.0,0.0,2008,-3
TheVegibox.com, Local ,32155.0,fail,GBR,Lymington,0,2011-11-01,2011,2012-10-30,2012-10-30,32155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,1
TheySay, Analytics ,791661.0,success,GBR,London,0,2012-02-17,2012,2012-02-17,2012-02-17,0.0,0.0,0.0,791661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,0
Thingy Club, E-Commerce Platforms ,337471.0,success,GBR,London,0,2014-08-01,2014,2014-08-01,2014-08-01,337471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0
Think Sky, Software ,158730.0,success,CHN,Shenzhen,0,2011-01-01,2011,2011-08-01,2012-01-01,0.0,0.0,0.0,158730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,0
Thinkglue, News ,30000.0,success,GBR,London,0,2013-07-01,2013,2013-09-01,2013-09-01,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,0
ThinkGrid, Enterprise Software ,0.0,success,GBR,London,0,2011-10-27,2011,2011-10-27,2011-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,0
ThirdSpaceLearning, Technology ,1328982.0,success,GBR,London,0,2013-11-01,2013,2013-11-01,2014-05-23,64021.0,0.0,0.0,0.0,0.0,0.0,1264961.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,0
Thomsons Online Benefits, Enterprise Software ,0.0,success,GBR,London,0,2000-01-01,2000,2013-01-30,2013-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,13
Thoora, Curated Web ,4169942.0,success,CAN,Toronto,0,2008-03-01,2008,2008-03-03,2008-03-03,4169942.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,0
Thought Amplify, Internet ,0.0,success,CAN,BC - Other,0,2013-10-05,2013,2014-10-05,2014-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1
Thrasos, Biotechnology ,35000000.0,success,CAN,Montreal,1,2012-10-25,2012,2012-10-25,2012-10-25,0.0,35000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35000000.0,0.0,2012,0
Three Squirrels E-commerce, E-Commerce ,6000000.0,success,CHN,CHN - Other,1,2012-01-01,2012,2013-07-01,2013-07-01,0.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0,0.0,0.0,2013,1
Threesixty Campus, Education ,379946.0,success,GBR,London,0,2012-01-01,2012,2013-08-01,2013-08-01,379946.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,1
Thrinacia, SaaS ,0.0,success,CAN,Vancouver,0,2013-01-01,2013,2013-12-16,2013-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,0
Thundersoft, Enterprise Software ,15424164.0,success,CHN,Beijing,0,2011-06-01,2011,2011-06-01,2011-06-01,0.0,0.0,0.0,0.0,0.0,0.0,15424164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,0
Ti Knight, Games ,1000000.0,success,CHN,Beijing,1,2011-10-01,2011,2012-03-01,2013-12-01,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,2012,1
Tiange, E-Commerce ,5000000.0,success,CHN,Hangzhou,1,2005-01-01,2005,2007-01-01,2007-01-01,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,0.0,0.0,2007,2
Tiangua Online, Games ,2100000.0,success,CHN,Beijing,2,2011-12-16,2011,2011-12-01,2013-09-01,0.0,2000000.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,0.0,0.0,2011,0
Tianji, Social Media ,32000000.0,success,CHN,Beijing,0,2004-01-01,2004,2012-04-01,2012-04-01,0.0,32000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32000000.0,2012,8
Tianjin GreenBio Materials, Biotechnology ,23450000.0,success,CHN,Tianjin,1,2003-01-01,2003,2008-03-01,2010-12-01,0.0,23450000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000000.0,0.0,0.0,0.0,2008,5
TianKe Information Technology, E-Commerce ,10000000.0,success,CHN,Guangzhou,1,2007-05-01,2007,2007-05-01,2007-05-01,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.0,0.0,0.0,2007,0
Tianma Medical Group, Biotechnology ,17825845.0,success,CHN,Shanghai,1,2007-01-01,2007,2007-01-01,2013-06-01,0.0,17825845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5291933.0,0.0,0.0,0.0,2007,0
Tianpin.com, E-Commerce ,784929.0,success,CHN,Shanghai,1,2012-03-01,2012,2012-03-01,2012-08-01,0.0,784929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784929.0,0.0,0.0,0.0,2012,0
Tiansheng, News ,0.0,success,CHN,Shanghai,0,2007-07-01,2007,2007-07-01,2007-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,0
Tiantian. com, Fashion ,3001500.0,success,CHN,Beijing,1,1999-01-01,1999,2010-12-01,2010-12-01,0.0,3001500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3001500.0,0.0,0.0,0.0,2010,11
Tianyuan Bio-Pharmaceutical, Biotechnology ,0.0,success,CHN,CHN - Other,0,2007-01-01,2007,2007-01-01,2007-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,0
Tianzhou Communication, Enterprise Software ,5040000.0,success,CHN,CHN - Other,2,2001-01-01,2001,2001-01-01,2004-05-01,0.0,5040000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,5000000.0,0.0,0.0,2001,0
tibdit, Finance ,64630.0,success,GBR,GBR - Other,0,2013-09-09,2013,2013-10-01,2013-10-01,64630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,0
Tiberium, Software ,98064.0,fail,GBR,London,0,2004-04-20,2004,2007-01-01,2007-01-01,98064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,3
TicketForEvent, Curated Web ,3000000.0,success,GBR,London,1,2011-01-01,2011,2012-11-27,2012-11-27,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,2012,1
TicketLabs, Apps ,120000.0,success,CAN,Toronto,0,2014-01-01,2014,2014-07-16,2014-07-16,120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0
ticketscript, Ticketing ,11730685.0,success,GBR,London,0,2006-03-01,2006,2014-05-28,2014-05-28,0.0,11730685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,8
Tideway, Software ,27000000.0,success,GBR,London,1,2002-01-01,2002,2002-12-01,2008-04-08,0.0,27000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27000000.0,0.0,2002,0
Tidy Books, Education ,160010.0,success,GBR,GBR - Other,0,2004-01-01,2004,2014-02-10,2014-02-10,0.0,0.0,160010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,10
Tigermed, Biotechnology ,2000000.0,success,CHN,Hangzhou,0,2010-03-01,2010,2010-03-01,2010-03-01,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0
Tigerspike, Enterprise Software ,11000000.0,success,GBR,London,0,2003-09-11,2003,2011-07-18,2011-07-18,0.0,11000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,8
Tiipz.com, Social Media ,297150.0,success,CAN,BC - Other,0,2010-09-01,2010,2010-12-10,2010-12-10,297150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0
